id,case_numbe,QUAD
7305745,1.01004E+11,NE
7305746,1.01004E+11,NE
7305747,1.01004E+11,NE
7305749,1.01004E+11,NE
7305752,1.01004E+11,NE
7305753,1.01004E+11,NE
7305755,1.01004E+11,NE
7305757,1.01004E+11,NE
7305758,1.01004E+11,NE
7305760,1.01004E+11,NE
7305761,1.01004E+11,NE
7305762,1.01004E+11,NE
7305765,1.01004E+11,NE
7305769,1.01004E+11,NE
7305779,1.01004E+11,NE
7305852,1.01004E+11,NE
7305992,1.01004E+11,NE
7306017,1.01004E+11,NW
7306036,1.01004E+11,SW
7306095,1.01004E+11,NE
7306300,1.01004E+11,NE
7306454,1.01004E+11,SW
7306475,1.01004E+11,NE
7306511,1.01004E+11,NE
7306571,1.01004E+11,NE
7306619,1.01004E+11,NE
7306682,1.01004E+11,NE
7306803,1.01004E+11,SW
7307015,368158-101003672878,SE
7307046,368271-101003672911,SW
7307134,1.01004E+11,NE
7307170,1.01004E+11,SE
7307181,368317-101003673049,SW
7307186,1.01004E+11,NE
7307225,1.01004E+11,NE
7307251,1.01004E+11,NE
7307339,1.01004E+11,NE
7307362,1.01004E+11,NE
7307395,1.01004E+11,NE
7307434,368339-101003673322,NE
7307611,1.01004E+11,NE
7307665,1.01004E+11,NE
7307714,1.01004E+11,NE
7307771,1.01004E+11,SW
7308094,1.01004E+11,NE
7308249,1.01004E+11,NE
7308344,1.01004E+11,NE
7308388,1.01004E+11,NW
7308561,1.01004E+11,NE
7308565,1.01004E+11,NW
7308760,1.01004E+11,NW
7308900,1.01004E+11,NW
7308933,1.01004E+11,SE
7309037,1.01004E+11,NW
7309039,1.01004E+11,NW
7309055,1.01004E+11,SW
7309139,1.01004E+11,SW
7309142,1.01004E+11,SW
7309253,368355-101003675324,NW
7309255,368364-101003675326,NE
7309285,368419-101003675358,NE
7309286,368418-101003675357,NE
7309357,368571-101003675436,NE
7309359,368572-101003675437,NE
7309360,368573-101003675438,NE
7309361,368574-101003675439,NE
7309362,368575-101003675440,NE
7309363,368576-101003675441,NE
7309364,368577-101003675442,NE
7309366,368578-101003675443,NE
7309367,368580-101003675445,NE
7309381,368611-101003675460,SE
7309413,368683-101003675492,NE
7309414,368685-101003675494,NE
7309416,368687-101003675495,SE
7309417,368688-101003675496,SE
7309419,368690-101003675498,NE
7309420,368693-101003675499,NE
7309433,368712-101003675514,SE
7309434,368711-101003675515,SE
7309444,368723-101003675525,NE
7309461,1.01004E+11,SE
7309515,1.01004E+11,NE
7309554,1.01004E+11,NE
7309630,1.01004E+11,NW
7309641,1.01004E+11,NW
7309644,1.01004E+11,NE
7309684,1.01004E+11,NW
7309820,1.01004E+11,NE
7309823,1.01004E+11,SE
7309834,1.01004E+11,NE
7309910,1.01004E+11,NE
7309959,1.01004E+11,NE
7310020,1.01004E+11,NE
7310135,1.01004E+11,NE
7310227,1.01004E+11,NW
7310232,1.01004E+11,NW
7310253,1.01004E+11,NE
7310259,1.01004E+11,NE
7310261,1.01004E+11,NE
7310279,1.01004E+11,NE
7310283,1.01004E+11,NE
7310288,1.01004E+11,NE
7310446,1.01004E+11,NE
7310510,1.01004E+11,NE
7310886,368809-101003677148,SW
7310903,368845-101003677170,SE
7310938,1.01004E+11,SW
7311111,1.01004E+11,SE
7311191,1.01004E+11,NE
7311504,1.01004E+11,SE
7311564,1.01004E+11,SW
7311598,1.01004E+11,NE
7311607,1.01004E+11,NW
7311926,1.01004E+11,SW
7312031,1.01004E+11,NE
7312041,1.01004E+11,SE
7312051,1.01004E+11,NE
7312159,1.01004E+11,SW
7312219,1.01004E+11,NE
7312240,1.01004E+11,NW
7312298,1.01004E+11,SE
7312320,1.01004E+11,SE
7312339,1.01004E+11,NW
7312418,1.01004E+11,NW
7312465,1.01004E+11,SE
7312547,1.01004E+11,NE
7312765,1.01004E+11,NE
7313168,1.01004E+11,NW
7313380,1.01004E+11,SW
7313440,1.01004E+11,NE
7313502,1.01004E+11,SW
7313624,1.01004E+11,NW
7313691,1.01004E+11,SE
7313722,1.01004E+11,SW
7313809,1.01004E+11,NE
7313844,1.01004E+11,NW
7313848,1.01004E+11,NW
7313917,1.01004E+11,NW
7313963,1.01004E+11,NE
7313988,1.01004E+11,SW
7314121,1.01004E+11,NW
7314183,1.01004E+11,NE
7314482,1.01004E+11,SE
7314575,1.01004E+11,SW
7314594,1.01004E+11,SW
7314632,368951-101003681455,NW
7314634,368954-101003681457,NW
7314647,368985-101003681470,NW
7314717,369171-101003681541,SW
7314726,369200-101003681551,NE
7314734,369225-101003681558,NE
7314931,1.01004E+11,SW
7314932,1.01004E+11,SW
7314994,1.01004E+11,SE
7315032,1.01004E+11,NE
7315054,1.01004E+11,SW
7315067,1.01004E+11,SW
7315279,1.01004E+11,NE
7315510,1.01004E+11,SE
7315518,1.01004E+11,SW
7315761,1.01004E+11,NE
7315838,1.01004E+11,NE
7315876,1.01004E+11,NW
7315923,369575-101003682924,NE
7315926,369581-101003682927,NE
7315927,369580-101003682928,NE
7315932,369587-101003682935,NE
7315969,1.01004E+11,SE
7316109,1.01004E+11,NW
7316171,1.01004E+11,SW
7316396,1.01004E+11,NW
7316401,1.01004E+11,NW
7316434,1.01004E+11,SW
7316473,1.01004E+11,NW
7316484,1.01004E+11,NE
7316486,1.01004E+11,NE
7316527,1.01004E+11,SW
7316550,1.01004E+11,NE
7316572,1.01004E+11,SE
7316577,1.01004E+11,SE
7316602,1.01004E+11,NW
7316623,1.01004E+11,NW
7316643,1.01004E+11,NE
7316669,369764-101003683740,NE
7316670,1.01004E+11,SW
7316733,1.01004E+11,NE
7316751,1.01004E+11,NE
7316753,369809-101003683831,SE
7316754,369810-101003683830,SE
7316755,1.01004E+11,NE
7316805,369465-101003683884,NE
7316844,369749-101003683926,SW
7316881,1.01004E+11,SW
7316921,1.01004E+11,SE
7317197,369852-101003684304,SW
7317316,1.01004E+11,SW
7317319,1.01004E+11,SW
7317475,1.01004E+11,SE
7317506,369875-101003684664,SW
7317602,1.01004E+11,NE
7317707,1.01004E+11,SE
7317738,369897-101003684940,NE
7317799,1.01004E+11,SE
7317909,369915-101003685151,NE
7317945,1.01004E+11,NW
7317956,369929-101003685205,NE
7317967,1.01004E+11,SE
7317988,1.01004E+11,SE
7318121,1.01004E+11,SE
7318128,1.01004E+11,SW
7318159,1.01004E+11,NW
7318208,1.01004E+11,NE
7318290,1.01004E+11,SW
7318381,1.01004E+11,NW
7318451,1.01004E+11,NE
7318466,1.01004E+11,NW
7318493,1.01004E+11,SW
7318521,1.01004E+11,NW
7318544,1.01004E+11,SW
7318550,1.01004E+11,SW
7318605,1.01004E+11,SW
7318657,1.01004E+11,SE
7318695,1.01004E+11,NW
7318791,1.01004E+11,NE
7318886,1.01004E+11,NW
7319112,1.01004E+11,NE
7319275,1.01004E+11,SE
7319503,1.01004E+11,NW
7319678,1.01004E+11,SW
7319702,1.01004E+11,NE
7319859,370188-101003687368,SE
7319981,1.01004E+11,NE
7320032,1.01004E+11,NE
7320079,1.01004E+11,NW
7320090,1.01004E+11,SW
7320126,1.01004E+11,NE
7320127,1.01004E+11,NE
7320149,1.01004E+11,NE
7320172,1.01004E+11,NW
7320210,1.01004E+11,NE
7320249,1.01004E+11,NE
7320267,1.01004E+11,SE
7320338,1.01004E+11,SW
7320345,1.01004E+11,SW
7320611,1.01004E+11,NW
7320612,1.01004E+11,NW
7320703,1.01004E+11,NE
7320715,370341-101003688365,SW
7320802,1.01004E+11,SW
7320827,370353-101003688493,SW
7320985,370372-101003688685,SW
7320987,370371-101003688687,NW
7321014,370381-101003688717,SE
7321025,1.01004E+11,SW
7321027,1.01004E+11,SW
7321118,1.01004E+11,SW
7321199,1.01004E+11,NE
7321348,1.01004E+11,NW
7321396,1.01004E+11,SE
7321537,1.01004E+11,NE
7321590,370435-101003689409,NE
7321591,370436-101003689410,NE
7321592,370438-101003689411,NE
7321593,370440-101003689412,NE
7321594,370441-101003689413,NE
7321595,370442-101003689414,NE
7321597,370434-101003689416,NE
7321639,1.01004E+11,SW
7321685,1.01004E+11,SE
7321769,1.01004E+11,NW
7321965,1.01004E+11,SW
7322309,1.01004E+11,NE
7322419,1.01004E+11,NW
7322458,1.01004E+11,SW
7322876,1.01004E+11,NE
7322883,1.01004E+11,NE
7323114,1.01004E+11,SE
7323135,1.01004E+11,NW
7323228,1.01004E+11,NE
7323285,1.01004E+11,SW
7323286,1.01004E+11,NE
7323384,1.01004E+11,SW
7323394,1.01004E+11,SW
7323523,1.01004E+11,NE
7323534,1.01004E+11,SW
7323630,1.01004E+11,SE
7323711,370348-101003691746,NE
7323725,370605-101003691762,NW
7323745,370642-101003691782,SW
7323813,1.01004E+11,NE
7323836,1.01004E+11,NW
7324021,1.01004E+11,NE
7324086,1.01004E+11,SW
7324126,1.01004E+11,NE
7324323,1.01004E+11,NW
7324401,1.01004E+11,NE
7324679,1.01004E+11,NE
7324915,1.01004E+11,NW
7324931,1.01004E+11,NW
7324945,1.01004E+11,NE
7324969,1.01004E+11,NE
7325078,1.01004E+11,SW
7325090,1.01004E+11,NW
7325195,1.01004E+11,SW
7325334,1.01004E+11,NE
7325381,1.01004E+11,SE
7325385,1.01004E+11,SE
7325836,1.01004E+11,NE
7325842,1.01004E+11,NE
7325845,1.01004E+11,NE
7325850,1.01004E+11,NE
7325852,1.01004E+11,NE
7325854,1.01004E+11,NE
7325919,1.01004E+11,NE
7326195,370820-101003694644,SW
7326213,370861-101003694662,SW
7326247,370943-101003694697,NW
7326262,370974-101003694711,NE
7326457,1.01004E+11,SE
7326472,1.01004E+11,NE
7326855,1.01004E+11,SW
7327157,1.01004E+11,NW
7327173,1.01004E+11,SW
7327268,1.01004E+11,SE
7327274,1.01004E+11,NW
7327346,1.01004E+11,NE
7327467,1.01004E+11,SW
7327497,371104-101003696089,NW
7327554,371236-101003696146,NE
7327599,371244-101003696193,NE
7327709,1.01004E+11,SE
7327743,1.01004E+11,SW
7327746,1.01004E+11,SW
7327964,1.01004E+11,NW
7328058,1.01004E+11,NW
7328091,1.01004E+11,SE
7328130,1.01004E+11,SE
7328210,1.01004E+11,SE
7328214,1.01004E+11,SE
7328234,1.01004E+11,NE
7328245,1.01004E+11,NE
7328423,1.01004E+11,SW
7328784,1.01004E+11,NE
7328852,1.01004E+11,NW
7328910,1.01004E+11,NE
7329046,1.01004E+11,NE
7329141,1.01004E+11,NE
7329216,1.01004E+11,SE
7329258,1.01004E+11,NW
7329261,1.01004E+11,NW
7329495,1.01004E+11,SW
7329632,1.01004E+11,SW
7329633,1.01004E+11,SW
7329796,1.01004E+11,NW
7329812,1.01004E+11,SW
7329938,1.01004E+11,NW
7330343,1.01004E+11,SW
7330345,1.01004E+11,NW
7330488,371451-101003699437,NE
7330491,371453-101003699439,NE
7330584,371696-101003699538,NE
7330586,371700-101003699540,SW
7330660,1.01004E+11,NE
7330675,1.01004E+11,NW
7330783,1.01004E+11,NE
7330838,1.01004E+11,SW
7330894,1.01004E+11,NW
7330923,1.01004E+11,SE
7331020,1.01004E+11,SW
7331082,1.01004E+11,NW
7331085,1.01004E+11,NW
7331172,1.01004E+11,NE
7331205,1.01004E+11,NE
7331225,1.01004E+11,NE
7331294,1.01004E+11,NE
7331430,1.01004E+11,NE
7331879,1.01004E+11,NE
7331901,1.01004E+11,NW
7331943,1.01004E+11,NW
7332418,1.01004E+11,SE
7332422,1.01004E+11,SE
7332500,1.01004E+11,NE
7332512,1.01004E+11,NE
7332633,1.01004E+11,SW
7332869,371790-101003702250,SW
7332901,371843-101003702282,NE
7332903,371852-101003702284,SE
7332928,371944-101003702310,SW
7332958,372006-101003702342,NE
7332986,372072-101003702369,NE
7333100,1.01004E+11,SE
7333198,1.01004E+11,SW
7333231,1.01004E+11,SW
7333361,1.01004E+11,NE
7333363,1.01004E+11,NE
7333394,372139-101003702801,NW
7333577,1.01004E+11,NE
7333582,1.01004E+11,SW
7333583,1.01004E+11,NE
7334166,1.01004E+11,SW
7334297,1.01004E+11,NW
7334387,1.01004E+11,SE
7334388,1.01004E+11,SE
7334411,1.01004E+11,SW
7334490,372288-101003704066,SE
7334537,1.01004E+11,SW
7334539,1.01004E+11,SW
7334973,1.01004E+11,NW
7335256,1.01004E+11,SE
7335283,1.01004E+11,NE
7335284,1.01004E+11,NE
7335363,1.01004E+11,SW
7335365,1.01004E+11,SW
7335496,1.01004E+11,SW
7335717,1.01004E+11,SW
7335766,1.01004E+11,NW
7336161,1.01004E+11,SW
7336309,1.01004E+11,NW
7336685,1.01004E+11,NW
7336686,1.01004E+11,NW
7336710,1.01004E+11,SW
7337066,372546-101003706993,NE
7337071,372552-101003706998,NW
7337365,1.01004E+11,NW
7337399,1.01004E+11,NW
7337462,1.01004E+11,NW
7337540,1.01004E+11,NE
7337684,1.01004E+11,NW
7338012,1.01004E+11,NE
7338015,1.01004E+11,NE
7338071,1.01004E+11,NW
7338101,1.01004E+11,NW
7338294,1.01004E+11,SW
7338295,1.01004E+11,SW
7338542,1.01004E+11,SE
7338671,1.01004E+11,SW
7338766,1.01004E+11,NW
7338809,1.01004E+11,NE
7339067,1.01004E+11,NE
7339101,1.01004E+11,SW
7339275,1.01004E+11,SE
7339278,1.01004E+11,SE
7339308,1.01004E+11,SE
7339456,1.01004E+11,NW
7339461,1.01004E+11,NW
7339465,1.01004E+11,SW
7339466,1.01004E+11,SW
7339509,1.01004E+11,NW
7339546,1.01004E+11,SW
7339726,1.01004E+11,NW
7339750,372916-101003710126,NW
7339893,1.01004E+11,NW
7339896,1.01004E+11,NE
7340150,1.01004E+11,NE
7340365,1.01004E+11,SW
7340371,1.01004E+11,SW
7340372,1.01004E+11,SW
7340561,1.01004E+11,NW
7341069,373099-101003711595,SW
7341096,373169-101003711623,SW
7341204,1.01004E+11,SE
7341333,373274-101003711870,SE
7341440,1.01004E+11,NW
7341533,1.01004E+11,SW
7341594,1.01004E+11,SE
7341603,1.01004E+11,SE
7341607,1.01004E+11,SE
7341616,1.01004E+11,SW
7341924,1.01004E+11,NW
7341925,1.01004E+11,NW
7342088,373349-101003712745,NW
7342089,373347-101003712746,SW
7342330,1.01004E+11,SW
7342590,1.01004E+11,SE
7342668,1.01004E+11,NE
7342945,1.01004E+11,NE
7342985,1.01004E+11,SW
7343040,1.01004E+11,NE
7343126,1.01004E+11,NE
7343193,1.01004E+11,NW
7343271,1.01004E+11,NW
7343273,1.01004E+11,NW
7343715,1.01004E+11,SE
7344066,1.01004E+11,SE
7344318,1.01004E+11,NE
7344359,1.01004E+11,NW
7344560,1.01004E+11,SE
7345053,373772-101003715956,SW
7345057,373777-101003715960,NE
7345061,373781-101003715964,NW
7345080,373832-101003715984,NW
7345090,373850-101003715995,NE
7345091,373849-101003715994,NE
7345092,373851-101003715996,NE
7345093,373852-101003715997,NE
7345095,373854-101003715999,NE
7345096,373855-101003716000,NE
7345097,373856-101003716001,NE
7345098,373857-101003716002,NE
7345099,373858-101003716003,NE
7345100,373860-101003716004,NE
7345101,373859-101003716005,NE
7345102,373862-101003716006,NE
7345103,373863-101003716007,NE
7345263,1.01004E+11,NE
7345362,1.01004E+11,SE
7345367,1.01004E+11,SW
7345456,1.01004E+11,NE
7345646,373933-101003716597,NW
7345715,1.01004E+11,SE
7345820,1.01004E+11,SW
7345895,1.01004E+11,NW
7345956,373958-101003717007,NW
7345980,373960-101003717042,NW
7345990,1.01004E+11,NW
7346080,1.01004E+11,SW
7346095,1.01004E+11,SW
7346334,1.01004E+11,NW
7346388,373953-101003717610,SW
7346396,1.01004E+11,NW
7346397,1.01004E+11,NW
7346620,1.01004E+11,SW
7346650,1.01004E+11,NW
7346792,1.01004E+11,NW
7346877,1.01004E+11,SE
7346885,1.01004E+11,NW
7346887,1.01004E+11,NW
7347204,1.01004E+11,NE
7347307,1.01004E+11,NE
7347311,1.01004E+11,SE
7347591,1.01004E+11,NW
7347611,374079-101003719171,NW
7347617,374098-101003719178,SW
7348078,1.01004E+11,SW
7348866,1.01004E+11,NW
7348985,1.01004E+11,SE
7349193,1.01004E+11,NW
7349528,1.01004E+11,SW
7349852,1.01004E+11,NE
7350307,1.01004E+11,NE
7350434,1.01004E+11,NW
7350763,1.01004E+11,NW
7350916,374628-101003722866,SW
7350942,1.01004E+11,NW
7350964,1.01004E+11,SW
7350976,1.01004E+11,NW
7351000,1.01004E+11,NW
7351012,1.01004E+11,NW
7351102,1.01004E+11,SW
7351141,1.01004E+11,NE
7351238,374671-101003723279,SW
7351398,1.01004E+11,NW
7351399,1.01004E+11,NW
7351484,1.01004E+11,SW
7351501,1.01004E+11,SE
7351717,1.01004E+11,SW
7351913,374609-101003724095,NW
7351920,374644-101003724102,SE
7351931,374694-101003724116,SW
7351941,374711-101003724126,SW
7352000,1.01004E+11,SE
7352157,1.01004E+11,NE
7352249,1.01004E+11,SW
7352628,1.01004E+11,NE
7352744,1.01004E+11,NE
7352901,1.01004E+11,NE
7352916,1.01004E+11,NW
7353081,1.01004E+11,NW
7353116,1.01004E+11,NW
7353205,1.01004E+11,NW
7353214,1.01004E+11,NW
7353305,1.01004E+11,NW
7353306,1.01004E+11,NW
7353368,1.01004E+11,SE
7353566,1.01004E+11,NE
7353572,374967-101003726035,NW
7353690,1.01004E+11,NW
7353778,1.01004E+11,SW
7353783,1.01004E+11,SE
7353861,374992-101003726337,NW
7353868,1.01004E+11,NW
7354125,375019-101003726623,SE
7354257,1.01004E+11,NE
7354355,1.01004E+11,SW
7354404,1.01004E+11,NW
7354543,1.01004E+11,SW
7354699,1.01004E+11,SW
7354700,1.01004E+11,SW
7354706,1.01004E+11,NE
7354749,1.01004E+11,NW
7354869,1.01004E+11,SW
7354877,1.01004E+11,SW
7355256,1.01004E+11,NW
7355302,1.01004E+11,SE
7355360,1.01004E+11,SW
7355679,375112-101003728444,SW
7355680,375116-101003728445,NW
7355683,375127-101003728450,NE
7355685,375130-101003728451,NW
7355721,1.01004E+11,SW
7355728,375199-101003728495,NW
7355786,1.01004E+11,NW
7355948,375239-101003728739,SW
7355988,1.01004E+11,SW
7356096,1.01004E+11,NW
7356101,1.01004E+11,SE
7356180,1.01004E+11,SW
7356183,1.01004E+11,SW
7356190,1.01004E+11,NW
7356246,1.01004E+11,NE
7356351,1.01004E+11,NW
7356353,1.01004E+11,NW
7356383,1.01004E+11,NE
7356550,1.01004E+11,SW
7356685,1.01004E+11,SE
7356896,1.01004E+11,NW
7357093,1.01004E+11,SW
7357107,1.01004E+11,SW
7357185,1.01004E+11,SE
7357188,1.01004E+11,SE
7357396,1.01004E+11,SW
7357407,1.01004E+11,SW
7357452,375291-101003730420,SW
7357484,375363-101003730452,NW
7357549,1.01004E+11,NE
7357653,1.01004E+11,NE
7357656,1.01004E+11,NE
7357722,1.01004E+11,NW
7357869,1.01004E+11,SW
7357925,1.01004E+11,SW
7357927,1.01004E+11,SW
7358310,1.01004E+11,SW
7358373,1.01004E+11,SE
7358611,1.01004E+11,SW
7358904,1.01004E+11,SW
7358918,1.01004E+11,SW
7358940,1.01004E+11,SE
7359135,1.01004E+11,SE
7359582,1.01004E+11,NW
7359645,1.01004E+11,SW
7359714,1.01004E+11,SW
7359715,1.01004E+11,SW
7359806,1.01004E+11,NW
7359846,375602-101003733346,SE
7359863,375625-101003733363,NW
7359870,375646-101003733370,SW
7359888,375686-101003733389,NW
7359907,375736-101003733410,NE
7360033,1.01004E+11,NW
7360174,1.01004E+11,SW
7360177,1.01004E+11,SW
7360186,1.01004E+11,SW
7360187,1.01004E+11,SW
7360232,375872-101003733767,SW
7360432,1.01004E+11,NE
7360481,1.01004E+11,NW
7360519,1.01004E+11,NW
7360771,375848-101003734364,SW
7360815,1.01004E+11,SW
7360823,376006-101003734424,NE
7361144,1.01004E+11,NW
7361170,1.01004E+11,SW
7361188,1.01004E+11,NW
7361238,1.01004E+11,NW
7361239,1.01004E+11,NW
7361312,1.01004E+11,NW
7361559,1.01004E+11,NW
7361649,1.01004E+11,SW
7361791,1.01004E+11,SE
7361906,1.01004E+11,NE
7361984,1.01004E+11,SW
7362034,1.01004E+11,NW
7362071,1.01004E+11,SW
7362232,1.01004E+11,SE
7362320,1.01004E+11,SE
7362324,1.01004E+11,SE
7362333,1.01004E+11,SE
7362348,1.01004E+11,NE
7362455,1.01004E+11,NW
7362457,1.01004E+11,NW
7362472,1.01004E+11,NW
7362568,1.01004E+11,SW
7362659,1.01004E+11,SE
7362717,1.01004E+11,NW
7362737,1.01004E+11,NW
7362757,1.01004E+11,NW
7362759,1.01004E+11,NW
7362769,1.01004E+11,SW
7362875,1.01004E+11,NE
7362978,1.01004E+11,SE
7362998,1.01004E+11,NE
7363034,1.01004E+11,NW
7363217,1.01004E+11,NW
7363375,376324-101003737469,NE
7363381,376347-101003737476,SE
7363386,376365-101003737481,NE
7363387,376364-101003737482,NE
7363408,376445-101003737503,SE
7363422,376488-101003737519,SW
7363464,376572-101003737561,NW
7363468,376578-101003737565,SE
7363652,1.01004E+11,SW
7363686,1.01004E+11,SE
7364320,1.01004E+11,SE
7364360,376732-101003738604,NW
7364605,1.01004E+11,SE
7364827,1.01004E+11,SE
7364839,1.01004E+11,NW
7364973,1.01004E+11,NE
7364975,1.01004E+11,NE
7365012,1.01004E+11,NW
7365015,1.01004E+11,NW
7365029,1.01004E+11,NE
7365050,1.01004E+11,NE
7365219,1.01004E+11,SW
7365318,1.01004E+11,NE
7365387,1.01004E+11,SW
7365431,1.01004E+11,NW
7365669,1.01004E+11,NE
7365864,1.01004E+11,NE
7365904,1.01004E+11,NW
7366296,1.01004E+11,NW
7366412,1.01004E+11,NW
7366417,1.01004E+11,NW
7366590,1.01004E+11,SW
7367123,377147-101003741715,SE
7367190,1.01004E+11,NW
7367192,1.01004E+11,SW
7367204,1.01004E+11,NE
7367245,1.01004E+11,NW
7367247,1.01004E+11,NW
7367446,1.01004E+11,SW
7367454,1.01004E+11,NE
7367644,1.01004E+11,NW
7367647,1.01004E+11,NW
7367956,1.01004E+11,SW
7368080,377455-101003742829,SW
7368179,1.01004E+11,SW
7368343,1.01004E+11,NW
7368489,1.01004E+11,SW
7368507,1.01004E+11,SW
7368579,1.01004E+11,SW
7368629,1.01004E+11,SE
7368673,1.01004E+11,NW
7368762,1.01004E+11,NW
7368772,1.01004E+11,NW
7368797,1.01004E+11,SW
7369137,1.01004E+11,NW
7369356,1.01004E+11,SE
7369357,1.01004E+11,SE
7369414,1.01004E+11,SW
7369679,1.01004E+11,NW
7369812,1.01004E+11,SE
7369889,1.01004E+11,NE
7369956,1.01004E+11,SW
7370103,1.01004E+11,NW
7370104,1.01004E+11,NW
7370263,1.01004E+11,NE
7370274,1.01004E+11,SE
7370406,1.01004E+11,NE
7370505,1.01004E+11,NE
7370572,1.01004E+11,NW
7370870,1.01004E+11,NW
7370972,1.01004E+11,NW
7371337,377864-101003746513,SW
7371342,377882-101003746518,SW
7371482,1.01004E+11,NW
7371586,1.01004E+11,NE
7371801,1.01004E+11,NE
7371917,1.01004E+11,SW
7371918,1.01004E+11,SW
7371987,1.01004E+11,NE
7371989,1.01004E+11,NE
7372114,1.01004E+11,SW
7372167,1.01004E+11,SW
7372358,1.01004E+11,NE
7372907,1.01004E+11,NW
7372969,1.01004E+11,SE
7373263,1.01004E+11,SE
7373304,1.01004E+11,NE
7373337,1.01004E+11,NE
7373618,1.01004E+11,SW
7373946,1.01004E+11,SW
7373950,1.01004E+11,SW
7374076,1.01004E+11,NE
7374124,1.01004E+11,NE
7374126,1.01004E+11,NE
7374363,1.01004E+11,SW
7374376,1.01004E+11,SW
7374523,1.01004E+11,NW
7374674,1.01004E+11,SW
7375115,1.01004E+11,SW
7375142,1.01004E+11,NE
7375186,1.01004E+11,NE
7375191,1.01004E+11,NE
7375319,1.01004E+11,SW
7375322,1.01004E+11,SW
7375330,1.01004E+11,SE
7375350,1.01004E+11,SW
7375351,1.01004E+11,SW
7375667,378726-101003771497,SW
7375676,378735-101003771506,NW
7375683,378743-101003771515,NE
7375736,378795-101003771569,NW
7375758,378815-101003771592,NW
7375786,378842-101003771620,NW
7375789,378844-101003771622,NW
7375799,378855-101003771632,NW
7376008,1.01004E+11,NE
7376044,1.01004E+11,NW
7376386,378943-101003772344,NE
7376443,378592-101003772402,NE
7376755,1.01004E+11,NE
7376831,378998-101003772805,NW
7376860,1.01004E+11,NW
7377038,1.01004E+11,NW
7377309,1.01004E+11,NW
7377464,1.01004E+11,SE
7377467,1.01004E+11,SW
7377665,1.01004E+11,SW
7377763,1.01004E+11,SE
7377764,1.01004E+11,SE
7377782,1.01004E+11,NW
7378121,1.01004E+11,NW
7378451,1.01004E+11,NE
7378463,1.01004E+11,SW
7378468,1.01004E+11,NE
7378594,1.01004E+11,NW
7378595,1.01004E+11,SW
7378597,1.01004E+11,SW
7378780,1.01004E+11,SE
7378821,379149-101003775091,NE
7378885,1.01004E+11,SW
7379068,1.01004E+11,NE
7379302,1.01004E+11,NE
7379536,1.01004E+11,SE
7379586,1.01004E+11,NE
7379736,1.01004E+11,SW
7379913,1.01004E+11,SE
7379987,1.01004E+11,NE
7380050,379280-101003776487,SW
7380228,1.01004E+11,SE
7380393,1.01004E+11,NE
7380471,1.01004E+11,SE
7380633,1.01004E+11,NE
7381089,1.01004E+11,NW
7381104,1.01004E+11,NW
7381105,1.01004E+11,NW
7381150,1.01004E+11,SE
7381201,1.01004E+11,NE
7381647,379609-101003778255,NW
7381648,379610-101003778256,NW
7381650,379614-101003778258,SW
7381656,379624-101003778265,SW
7381671,379660-101003778283,NW
7381676,379678-101003778289,NW
7381691,379744-101003778306,NW
7381740,1.01004E+11,NE
7381744,1.01004E+11,NW
7382057,1.01004E+11,SE
7382211,1.01004E+11,SE
7382229,1.01004E+11,NW
7382376,1.01004E+11,NW
7382504,1.01004E+11,SW
7382507,1.01004E+11,SW
7382586,1.01004E+11,NW
7383042,1.01004E+11,NW
7383043,1.01004E+11,NW
7383257,1.01004E+11,NE
7383414,1.01004E+11,SE
7383619,1.01004E+11,NW
7383633,1.01004E+11,NW
7383758,1.01004E+11,NW
7383976,1.01004E+11,NE
7384016,1.01004E+11,SW
7384112,1.01004E+11,NW
7384134,1.01004E+11,NE
7384191,1.01004E+11,NE
7384218,1.01004E+11,SE
7384299,1.01004E+11,SW
7384332,379772-101003781324,SW
7384338,379807-101003781332,SW
7384364,379885-101003781358,NE
7384408,380030-101003781408,SE
7384409,380036-101003781409,SE
7384419,380055-101003781420,SE
7384432,380077-101003781433,NW
7384441,380089-101003781442,SW
7384459,1.01004E+11,NW
7384460,1.01004E+11,NW
7384480,1.01004E+11,NW
7384588,1.01004E+11,SE
7384859,1.01004E+11,NE
7384923,1.01004E+11,NE
7384933,1.01004E+11,NW
7384985,380159-101003782060,NE
7385078,1.01004E+11,SE
7385182,1.01004E+11,SE
7385295,1.01004E+11,NW
7385298,380189-101003782433,NW
7385372,1.01004E+11,SE
7385385,1.01004E+11,SW
7385768,380257-101003782951,SW
7385795,1.01004E+11,SE
7385834,1.01004E+11,NW
7386117,380387-101003783313,NW
7386215,1.01004E+11,SE
7386767,1.01004E+11,NE
7386909,1.01004E+11,NW
7387162,1.01004E+11,NW
7387506,1.01004E+11,NW
7387582,1.01004E+11,SW
7387583,1.01004E+11,NE
7387842,1.01004E+11,SE
7388150,1.01004E+11,NW
7388180,1.01004E+11,SE
7388218,1.01004E+11,NW
7388219,1.01004E+11,NW
7388237,1.01004E+11,SE
7388301,1.01004E+11,SE
7388398,1.01004E+11,NW
7388450,1.01004E+11,NE
7388452,1.01004E+11,NE
7388491,1.01004E+11,NW
7388492,1.01004E+11,NW
7388694,1.01004E+11,NW
7388759,391319-101003885282,SE
7388818,1.01004E+11,NE
7388824,1.01004E+11,NW
7388825,1.01004E+11,NW
7388859,1.01004E+11,NE
